지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유
부산광역시,㈜제이와이비젼 명성주유소,부산 사상구 학감대로 220 (감전동),GS칼텍스,051-324-5085,Y,-,1565,1425,1500
부산광역시,엔씨네트웍스(주)직영주유소,부산 사상구 사상로 105,SK에너지,051-913-5151,Y,-,1568,1429,-
부산광역시,구룡주유소,부산 사상구 가야대로 150 (학장동),HD현대오일뱅크,051-316-4360,Y,-,1568,1428,-
부산광역시,지에스칼텍스(주)자이언트주유소,부산 사상구 강변대로 458 (엄궁동),GS칼텍스,051-315-4027,Y,-,1574,1434,-
부산광역시,지에스칼텍스(주)강변주유소,부산 사상구 강변대로 412 (엄궁동),GS칼텍스,051-323-4027,Y,-,1574,1434,-
부산광역시,(주)부영에너지,부산 사상구 낙동대로 994 (감전동),SK에너지,051-317-0296,Y,-,1578,1438,1500
부산광역시,흥일주유소 주식회사,부산 사상구 낙동대로 1520 (삼락동),GS칼텍스,051-302-6244,N,-,1598,1488,1250
부산광역시,한라주유소,부산 사상구 학장로 107,SK에너지,051-326-9399,Y,-,1627,1487,1550
부산광역시,아산주유소,부산 사상구 새벽로 1 (학장동),S-OIL,051-312-0051,Y,1957,1627,1487,1550
부산광역시,중앙주유소,부산 사상구 낙동대로 1316,HD현대오일뱅크,051-305-0629,N,-,1628,1498,1450
부산광역시,경동주유소,부산 사상구 백양대로 386 (주례동),HD현대오일뱅크,051-311-6114,Y,-,1634,1474,-
부산광역시,성경주유소,부산 사상구 모덕로 69 (모라동),SK에너지,051-304-5100,N,-,1638,1538,1450
부산광역시,산업주유소,부산 사상구 낙동대로 879 (감전동),SK에너지,051-311-4305,Y,-,1638,1518,1400
부산광역시,대흥오일뱅크주유소,부산 사상구 새벽로 2,HD현대오일뱅크,051-312-2526,N,-,1638,1518,1550
부산광역시,새동창주유소,부산 사상구 낙동대로 920 (감전동),SK에너지,051-324-1117,N,-,1678,1538,-
부산광역시,농산물주유소,부산 사상구 농산물시장로25번길 94,SK에너지,051-327-0011,N,-,1678,1558,-
부산광역시,HD현대오일뱅크㈜직영 감전주유소,부산 사상구 낙동대로 978 (감전동),HD현대오일뱅크,051-315-6362,N,-,1679,1518,1450
부산광역시,대림주유소,부산 사상구 낙동대로 1320,S-OIL,051-302-1577,Y,1959,1679,1549,1450
부산광역시,광신홀딩스㈜ 직영 낙동대로주유소,부산 사상구 낙동대로 935,SK에너지,051-311-0131,Y,-,1689,1544,-
부산광역시,행복한셀프주유소,부산 사상구 학감대로 73 (학장동),HD현대오일뱅크,051-327-7547,Y,-,1689,1549,-
부산광역시,지에스칼텍스(주)서부주유소,부산 사상구 낙동대로 1380,GS칼텍스,051-304-8873,Y,1983,1739,1599,1500
부산광역시,아시아사상주유소,부산 사상구 새벽로 207 (괘법동),SK에너지,051-321-1445,N,-,1797,1687,1600
부산광역시,서부산농협주유소,부산 사하구 장평로 177 (장림동),NH-OIL,051-262-0072,Y,-,1559,1389,-
부산광역시,장림대흥주유소,부산 사하구 다대로 292 (장림동),SK에너지,051-262-5189,Y,1838,1569,1389,-
부산광역시,새마당주유소 (주)지오에너지,부산 사하구 장평로 152 (장림동),알뜰주유소,051-791-2632,Y,-,1569,1389,1380
부산광역시,전진알뜰주유소,부산 사하구 다대로 575 (다대동),알뜰주유소,051-937-0573,Y,-,1574,1434,-
부산광역시,회화에너지,부산 사하구 사하로 150,S-OIL,051-293-7601,Y,-,1574,1434,1450
부산광역시,토성셀프주유소,부산 사하구 다대로 581 (다대동),SK에너지,051-261-5145,Y,-,1574,1434,-
부산광역시,부영석유 도매주유소,부산 사하구 을숙도대로 564,GS칼텍스,051-202-7333,Y,1838,1574,1434,-
부산광역시,사하주유소,부산 사하구 을숙도대로 583,S-OIL,051-202-5175,Y,-,1574,1434,-
부산광역시,광신홀딩스㈜ 직영 을숙도대로주유소,부산 사하구 을숙도대로 530 (신평동),SK에너지,051-205-8800,Y,-,1574,1434,-
부산광역시,동원주유소(주),부산 사하구 감천항로 445 (구평동),HD현대오일뱅크,051-261-4448,Y,-,1574,1465,-
부산광역시,대양석유(주) SK괴정주유소,부산광역시 사하구  사하로 129,SK에너지,051-206-7446,Y,-,1574,1434,-
부산광역시,에스씨(주) 감천주유소,부산 사하구 감천로 79 (감천동),GS칼텍스,051-291-9700,Y,-,1574,1434,1450
부산광역시,극동유화(주) 부산주유소,부산 사하구 하신중앙로 165,S-OIL,051-293-5451,Y,-,1595,1475,-
부산광역시,(주)천일에너지 대진주유소,부산 사하구 낙동대로 339,HD현대오일뱅크,051-206-6489,Y,-,1597,1477,-
부산광역시,남성주유소,부산 사하구 하신중앙로 240,HD현대오일뱅크,051-205-4631,Y,-,1597,1497,1397
부산광역시,㈜대로주유소 오일,부산 사하구 다대로 280 (장림동),S-OIL,051-265-5110,Y,-,1599,1379,-
부산광역시,조은셀프주유소,부산 사하구 낙동대로 312 (괴정동),S-OIL,051-291-5189,Y,-,1618,1498,-
부산광역시,신평주유소,부산 사하구 하신중앙로 166 (신평동),SK에너지,051-203-4277,N,1927,1637,1517,1470
부산광역시,대창제1주유소,부산 사하구 을숙도대로 821,SK에너지,051-266-7788,Y,-,1639,1479,-
부산광역시,다대로주유소,부산 사하구 을숙도대로 712,HD현대오일뱅크,051-266-5189,Y,-,1648,1508,-
부산광역시,인도에너지(주),부산 사하구 감천항로 20,HD현대오일뱅크,051-988-1817,Y,-,1658,1498,-
부산광역시,장림주유소,부산 사하구 장림로 287 (장림동),HD현대오일뱅크,051-261-3773,Y,-,1678,1478,-
부산광역시,대호주유소,부산 사하구 하신중앙로 55 (신평동),S-OIL,051-204-8200,N,-,1685,1528,1500
부산광역시,SK에너지(주)국영,부산 사하구 장림번영로 7 (장림동),SK에너지,051-262-8866,Y,-,1699,1589,1450
부산광역시,선경주유소,부산 사하구 을숙도대로 728,자가상표,051-266-5130,Y,-,-,1419,-
부산광역시,비에스에너지㈜메가오션주유소,부산 사하구 감천항로 225,S-OIL,010-8115-5182,Y,-,-,-,-
부산광역시,충무대로 셀프주유소 와이케이에너지㈜,부산 서구 충무대로 126,GS칼텍스,051-242-5189,Y,1728,1528,1388,-
부산광역시,피치스주유소 빙고점,부산 서구 충무대로 240,S-OIL,051-242-7719,Y,-,1528,1388,-
부산광역시,남항대교주유소,부산 서구 충무대로 108 (암남동),SK에너지,051-231-5145,Y,-,1528,1388,1450
부산광역시,(주)디시에너지 운동장,부산 서구 보수대로 220 (동대신제3동),HD현대오일뱅크,051-243-0444,Y,-,1578,1438,1400
부산광역시,(주)디시에너지 대신지점,부산 서구 대영로 91,HD현대오일뱅크,051-242-8144,Y,-,1588,1468,-
부산광역시,고려주유소 대신점,부산 서구 대영로 88,S-OIL,051-912-7555,Y,1898,1589,1469,1450
부산광역시,남부주유소 (송도아랫길),부산 서구 충무대로 150 (남부민동),GS칼텍스,051-255-9528,N,-,1599,1449,-
부산광역시,(주)부영에너지직영신일주유소,부산 서구 구덕로 273 (서대신동1가),SK에너지,051-256-3929,Y,-,1698,1589,-
부산광역시,㈜한국페트로 스타2주유소,부산 서구 원양로 260,GS칼텍스,051-243-6661,N,-,1868,1434,-
부산광역시,피치스주유소 송도점,부산 서구 감천로 227,S-OIL,051-244-5151,Y,-,1888,1408,-
부산광역시,(주)경인에너지 광안리주유소,부산 수영구 광남로 83,S-OIL,051-754-9799,Y,1779,1563,1433,-
부산광역시,마린타이거주유소,부산 수영구 광남로 241 (민락동),GS칼텍스,051-756-0903,Y,-,1563,1433,-
부산광역시,(주)세왕에너지 세진주유소,부산 수영구 광남로 176,SK에너지,051-755-8188,Y,-,1563,1433,-
부산광역시,신영주유소,부산 수영구 과정로 23,SK에너지,051-756-4518,N,-,1574,1434,-
부산광역시,센텀타이거주유소,부산 수영구 민락본동로 30,알뜰주유소,051-751-2281,Y,-,1578,1458,-
부산광역시,대양산업(주)대영주유소,부산 수영구 수영로 731,GS칼텍스,051-753-0360,Y,-,1583,1494,1550
부산광역시,땡큐망미주유소,부산 수영구  연수로 254 (망미동),S-OIL,051-752-6056,Y,-,1624,1494,-
부산광역시,지에스칼텍스㈜ 인성셀프주유소,부산 수영구 연수로 250,GS칼텍스,051-752-9475,Y,1824,1624,1494,-
부산광역시,금련산주유소,부산 수영구 수영로 491 (남천동),S-OIL,051-621-5189,N,1895,1675,1555,1550
부산광역시,지에스칼텍스(주)부산주유소,부산 수영구 수영로 558,GS칼텍스,051-753-0569,Y,1885,1685,1539,-
부산광역시,지에스칼텍스(주) 언덕주유소,부산 수영구 연수로 239,GS칼텍스,051-757-6100,Y,1889,1689,1569,1500
부산광역시,SK에너지(주)강일주유소,부산 수영구 연수로 411,SK에너지,051-752-6371,Y,-,1798,1698,-
부산광역시,(주)청유주유소,부산 수영구 좌수영로 147 (망미동),SK에너지,051-757-8806,Y,1998,1798,1648,-
부산광역시,금호주유소,"부산 수영구 과정로 4,  (망미동)",SK에너지,051-756-3792,N,-,1799,1649,1500
부산광역시,하얀100연산주유소,부산 연제구 반송로 68,SK에너지,051-868-5252,Y,-,1549,1399,-
부산광역시,아시아드주유소,부산 연제구  거제대로 130 (거제동),GS칼텍스,051-852-4144,Y,1813,1559,1419,-
부산광역시,(주)좋은기름나라연산주유소지점,부산 연제구 고분로 51 (연산동),S-OIL,051-851-5199,Y,-,1565,1425,-
부산광역시,현대오일뱅크㈜직영 연산셀프주유소,부산 연제구 중앙대로 1179,HD현대오일뱅크,051-867-6741,Y,1843,1568,1429,-
부산광역시,연안로주유소,부산 연제구 연안로 20,알뜰주유소,051-758-5351,Y,-,1574,1434,-
부산광역시,성학주유소,부산 연제구 월드컵대로 249 (거제동),알뜰주유소,051-505-7090,N,-,1588,1454,-
부산광역시,자이주유소,부산 연제구 과정로 325,GS칼텍스,051-864-4244,Y,1949,1599,1459,-
부산광역시,광신홀딩스㈜ 직영 토곡주유소,부산 연제구 과정로 208,SK에너지,051-759-3802,Y,-,1624,1494,1799
부산광역시,광동페트로㈜ 감사드림주유소,부산 연제구 거제대로 98,HD현대오일뱅크,051-851-0976,Y,-,1624,1494,-
부산광역시,금천셀프주유소,부산 연제구 과정로 134 (연산동),S-OIL,051-759-9393,Y,-,1645,1545,-
부산광역시,현대오일뱅크(주)직영 부산현대주유소,부산 연제구 아시아드대로 107 (거제동),HD현대오일뱅크,051-502-9131,N,2053,1669,1535,-
부산광역시,영웅주유소,부산 연제구 온천천남로 86 (연산동),HD현대오일뱅크,051-913-2242,N,-,1699,1549,-
부산광역시,연제주유소,부산 연제구 연수로 87,S-OIL,051-636-4356,N,-,1719,1579,1650
부산광역시,SK에너지(주)부흥셀프주유소,부산 연제구 과정로 120 (연산동),SK에너지,051-759-5182,Y,-,1798,1598,-
부산광역시,동현주유소,부산 영도구 해양로 212,SK에너지,051-405-5170,Y,-,1692,1572,1400
부산광역시,해양특구주유소,부산 영도구 해양로 270,GS칼텍스,051-404-5189,Y,-,1692,1572,-
부산광역시,태종대온천주유소,부산 영도구 태종로 806-1,SK에너지,051-405-2530,N,-,1697,1577,1400
부산광역시,세기상사㈜ 대성주유소,부산 영도구 해양로 128 (청학동),S-OIL,051-412-5189,N,-,1698,1578,1400
부산광역시,태종에너지청학주유소,부산 영도구 태종로 376 (청학동),SK에너지,051-414-7279,Y,-,1698,1578,-
부산광역시,SK에너지(주)직영 태종로주유소,부산 영도구 태종로 290 (청학동),SK에너지,051-412-5155,Y,-,1698,1578,1450
부산광역시,남항주유소,부산 영도구 남항서로 96(남항동2가),SK에너지,051-416-0904,N,-,1833,1723,1500
부산광역시,(주)나부코직영 우원주유소,부산 영도구 태종로 181 (봉래동4가),SK에너지,051-418-7600,N,-,1848,1738,1600
부산광역시,고려주유소,부산 중구 대청로 153 (중앙동5가),SK에너지,051-469-1288,N,-,1695,1565,1350
부산광역시,오시리아주유소,부산 해운대구 해운대로 1226 (송정동),HD현대오일뱅크,051-703-5025,Y,1839,1519,1374,-
부산광역시,㈜영원석유 영원주유소,부산 해운대구 해운대로 1178,HD현대오일뱅크,051-702-7293,Y,1839,1519,1374,-
부산광역시,㈜영원석유 하늘주유소,부산 해운대구 해운대로 1184,GS칼텍스,051-704-0980,Y,-,1519,1394,-
부산광역시,삼양주유소,부산 해운대구 해운대로 1249 (송정동),GS칼텍스,051-704-5149,Y,1839,1519,1374,-
부산광역시,송정역주유소,부산 해운대구 해운대로 1217,S-OIL,051-717-3070,Y,-,1519,1374,-
부산광역시,한양 브라보주유소,부산 해운대구 해운대로 1238 (송정동),알뜰주유소,051-703-5451,Y,-,1535,1395,-
부산광역시,(주)조은하루주유소,부산 해운대구 해운대로 551 (우동),S-OIL,051-741-5189,Y,-,1554,1414,-
부산광역시,대양산업(주)동화주유소,부산 해운대구 해운대로 211 (재송동),GS칼텍스,051-781-4400,Y,1834,1554,1414,-
부산광역시,동방석유㈜ 직영 해변주유소,부산 해운대구 해운대로 592 (우동),SK에너지,051-741-2581,Y,1779,1554,1414,-
부산광역시,반송제일주유소,부산 해운대구 반송로 780,알뜰주유소,051-531-3885,Y,-,1562,1412,-
부산광역시,동부산셀프주유소,부산 해운대구 반송로 875 (반송동),GS칼텍스,051-543-1273,Y,1789,1562,1412,-
부산광역시,구도일주유소 센텀시티,부산 해운대구 해운대로 285 (우동),S-OIL,051-742-0882,Y,1759,1569,1436,-
부산광역시,지에스칼텍스(주)해운주유소,부산 해운대구 해운대로 615 (우동),GS칼텍스,051-744-0185,Y,1838,1574,1509,1500
부산광역시,양천석유(주)덕진셀프주유소반송점,부산 해운대구 반송로 782,SK에너지,051-531-5151,Y,-,1574,1438,-
부산광역시,지에스칼텍스(주)광안대로주유소,부산 해운대구 수영강변대로 590,GS칼텍스,051-521-1436,Y,1794,1584,1459,-
부산광역시,신촌셀프주유소,부산 해운대구 반여로 153 (반여동),S-OIL,051-523-5151,Y,1899,1584,1459,-
부산광역시,sc(주)센텀주유소,부산광역시 해운대구  수영강변대로 504 (반여동),GS칼텍스,051-527-4144,Y,1794,1584,1459,-
부산광역시,광신석유(주)직영 수영강변대로주유소,부산 해운대구 수영강변대로 568,SK에너지,051-529-1100,Y,1919,1584,1459,1799
부산광역시,(주)대양씨앤씨 달맞이주유소,부산 해운대구 달맞이길 57 (중동),GS칼텍스,051-747-8481,Y,1854,1594,1474,-
부산광역시,동해주유소,부산 해운대구 재반로 163 (재송동),SK에너지,051-783-8660,Y,-,1594,1469,-
부산광역시,HD현대오일뱅크㈜직영 센텀셀프주유소,부산 해운대구 해운대로 179 (재송동),HD현대오일뱅크,051-784-0293,Y,2048,1594,1569,-
부산광역시,(주)이엠석유 대흥주유소,부산 해운대구 좌동순환로 419 (중동),GS칼텍스,051-731-3675,Y,1844,1594,1474,-
부산광역시,SK에너지(주) 돌고래주유소,부산 해운대구 해운대로573번길 16,SK에너지,051-747-5190,N,1809,1598,1438,-
부산광역시,SK에너지(주) 마리나주유소,부산 해운대구 해운대로 345 (우동),SK에너지,051-747-5181,Y,1809,1598,1438,-
부산광역시,SK에너지(주)신도시주유소,부산 해운대구 대천로 82 (좌동),SK에너지,051-747-5182,Y,1809,1598,1488,-
부산광역시,SK에너지㈜직영 송정셀프주유소,부산 해운대구 해운대로 1075,SK에너지,051-704-0011,Y,-,1598,1498,-
부산광역시,해운대주유소,부산 해운대구 좌동순환로 375,S-OIL,051-747-2526,Y,-,1633,1513,-
부산광역시,SK에너지(주)직영 해운대센텀주유소,부산 해운대구 수영강변대로 276,SK에너지,051-784-2999,Y,-,1649,1549,-
부산광역시,HD현대오일뱅크㈜직영 장산IC주유소,부산 해운대구 양운로 107 (좌동),HD현대오일뱅크,051-704-5189,N,2032,1649,1539,-
부산광역시,에스씨(주) 마리나타운주유소,부산 해운대구 해운대해변로 44 (우동),GS칼텍스,051-741-7030,N,1898,1698,1598,-
부산광역시,동양가스(주) 명품주유소반송점,부산 해운대구 반송로 781 (석대동),HD현대오일뱅크,051-522-2590,Y,-,1709,1579,-
부산광역시,오시리아주유소,부산 해운대구 해운대로 1226 (송정동),HD현대오일뱅크,051-703-5025,Y,1839,1519,1374,-
부산광역시,㈜영원석유 영원주유소,부산 해운대구 해운대로 1178,HD현대오일뱅크,051-702-7293,Y,1839,1519,1374,-
부산광역시,㈜영원석유 하늘주유소,부산 해운대구 해운대로 1184,GS칼텍스,051-704-0980,Y,-,1519,1394,-
부산광역시,삼양주유소,부산 해운대구 해운대로 1249 (송정동),GS칼텍스,051-704-5149,Y,1839,1519,1374,-
부산광역시,송정역주유소,부산 해운대구 해운대로 1217,S-OIL,051-717-3070,Y,-,1519,1374,-
부산광역시,한양 브라보주유소,부산 해운대구 해운대로 1238 (송정동),알뜰주유소,051-703-5451,Y,-,1535,1395,-
부산광역시,(주)조은하루주유소,부산 해운대구 해운대로 551 (우동),S-OIL,051-741-5189,Y,-,1554,1414,-
부산광역시,대양산업(주)동화주유소,부산 해운대구 해운대로 211 (재송동),GS칼텍스,051-781-4400,Y,1834,1554,1414,-
부산광역시,동방석유㈜ 직영 해변주유소,부산 해운대구 해운대로 592 (우동),SK에너지,051-741-2581,Y,1779,1554,1414,-
부산광역시,반송제일주유소,부산 해운대구 반송로 780,알뜰주유소,051-531-3885,Y,-,1562,1412,-
부산광역시,동부산셀프주유소,부산 해운대구 반송로 875 (반송동),GS칼텍스,051-543-1273,Y,1789,1562,1412,-
부산광역시,구도일주유소 센텀시티,부산 해운대구 해운대로 285 (우동),S-OIL,051-742-0882,Y,1759,1569,1436,-
부산광역시,지에스칼텍스(주)해운주유소,부산 해운대구 해운대로 615 (우동),GS칼텍스,051-744-0185,Y,1838,1574,1509,1500
부산광역시,양천석유(주)덕진셀프주유소반송점,부산 해운대구 반송로 782,SK에너지,051-531-5151,Y,-,1574,1438,-
부산광역시,지에스칼텍스(주)광안대로주유소,부산 해운대구 수영강변대로 590,GS칼텍스,051-521-1436,Y,1794,1584,1459,-
부산광역시,신촌셀프주유소,부산 해운대구 반여로 153 (반여동),S-OIL,051-523-5151,Y,1899,1584,1459,-
부산광역시,sc(주)센텀주유소,부산광역시 해운대구  수영강변대로 504 (반여동),GS칼텍스,051-527-4144,Y,1794,1584,1459,-
부산광역시,광신석유(주)직영 수영강변대로주유소,부산 해운대구 수영강변대로 568,SK에너지,051-529-1100,Y,1919,1584,1459,1799
부산광역시,(주)대양씨앤씨 달맞이주유소,부산 해운대구 달맞이길 57 (중동),GS칼텍스,051-747-8481,Y,1854,1594,1474,-
부산광역시,동해주유소,부산 해운대구 재반로 163 (재송동),SK에너지,051-783-8660,Y,-,1594,1469,-
부산광역시,HD현대오일뱅크㈜직영 센텀셀프주유소,부산 해운대구 해운대로 179 (재송동),HD현대오일뱅크,051-784-0293,Y,2048,1594,1569,-
부산광역시,(주)이엠석유 대흥주유소,부산 해운대구 좌동순환로 419 (중동),GS칼텍스,051-731-3675,Y,1844,1594,1474,-
부산광역시,SK에너지(주) 돌고래주유소,부산 해운대구 해운대로573번길 16,SK에너지,051-747-5190,N,1809,1598,1438,-
부산광역시,SK에너지(주) 마리나주유소,부산 해운대구 해운대로 345 (우동),SK에너지,051-747-5181,Y,1809,1598,1438,-
부산광역시,SK에너지(주)신도시주유소,부산 해운대구 대천로 82 (좌동),SK에너지,051-747-5182,Y,1809,1598,1488,-
부산광역시,SK에너지㈜직영 송정셀프주유소,부산 해운대구 해운대로 1075,SK에너지,051-704-0011,Y,-,1598,1498,-
부산광역시,해운대주유소,부산 해운대구 좌동순환로 375,S-OIL,051-747-2526,Y,-,1633,1513,-
부산광역시,SK에너지(주)직영 해운대센텀주유소,부산 해운대구 수영강변대로 276,SK에너지,051-784-2999,Y,-,1649,1549,-
부산광역시,HD현대오일뱅크㈜직영 장산IC주유소,부산 해운대구 양운로 107 (좌동),HD현대오일뱅크,051-704-5189,N,2032,1649,1539,-
부산광역시,에스씨(주) 마리나타운주유소,부산 해운대구 해운대해변로 44 (우동),GS칼텍스,051-741-7030,N,1898,1698,1598,-
부산광역시,동양가스(주) 명품주유소반송점,부산 해운대구 반송로 781 (석대동),HD현대오일뱅크,051-522-2590,Y,-,1709,1579,-
